LECROYHDO6104A,17988,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,16-Apr-2023 00:22:34,0                 
Time,Ampl
-8.153876e-08,-0.0001125
-8.143876e-08,-0.0004625
-8.133876e-08,-0.0007
-8.123876e-08,-0.000775
-8.113876e-08,-0.0006875
-8.103876e-08,-0.0004375
-8.093876e-08,-0.0001
-8.083876e-08,0.00025
-8.073876e-08,0.000475
-8.063876e-08,0.0005
-8.053876e-08,0.0003
-8.043876e-08,-5e-05
-8.033876e-08,-0.0004125
-8.023876e-08,-0.0006
-8.013876e-08,-0.0005
-8.003876e-08,-0.000125
-7.993876e-08,0.0003875
-7.983876e-08,0.0008625
-7.973876e-08,0.0011
-7.963876e-08,0.0010125
-7.953876e-08,0.00065
-7.943876e-08,0.0001625
-7.933876e-08,-0.0003
-7.923876e-08,-0.0005875
-7.913876e-08,-0.00065
-7.903876e-08,-0.000525
-7.893876e-08,-0.0003
-7.883876e-08,-3.75e-05
-7.873876e-08,0.000225
-7.863876e-08,0.000475
-7.853876e-08,0.0007
-7.843876e-08,0.00085
-7.833876e-08,0.0008375
-7.823876e-08,0.0005875
-7.813876e-08,0.0001
-7.803876e-08,-0.000525
-7.793876e-08,-0.001125
-7.783876e-08,-0.0014875
-7.773876e-08,-0.0015
-7.763876e-08,-0.001175
-7.753876e-08,-0.000675
-7.743876e-08,-0.00025
-7.733876e-08,-0.0001
-7.723876e-08,-0.0002875
-7.713876e-08,-0.0007125
-7.703876e-08,-0.001125
-7.693876e-08,-0.0013
-7.683876e-08,-0.0010875
-7.673876e-08,-0.000525
-7.663876e-08,0.000175
-7.653876e-08,0.0007
-7.643876e-08,0.0008375
-7.633876e-08,0.0005
-7.623876e-08,-0.0001625
-7.613876e-08,-0.0009
-7.603876e-08,-0.0014
-7.593876e-08,-0.001475
-7.583876e-08,-0.0010625
-7.573876e-08,-0.0003
-7.563876e-08,0.0005625
-7.553876e-08,0.0012875
-7.543876e-08,0.0016875
